Rank,Name,Chip time,St. number,Nationality,Age cat.
82,Jaroslav Gregor,3:01:25,117,-,-
83,Antonello Satta,3:01:51,655,-,-
84,Jiří Krejčí,3:02:48,767,-,-
85,Donato Capacchione,3:03:21,662,-,-
86,lmrich Mihok,3:03:46,624,-,-
87,Martin Šperl,3:04:02,333,-,-
88,Karel Tužinský,3:04:29,349,-,-
89,Lotfi Saidane,3:04:45,354,-,-
90,Josef Váchal,3:04:51,327,-,-
91,Jana Chlupatá,3:05:03,661,-,-
92,Karel Zemek,3:05:41,245,-,-
93,Oldřich Chalupa,3:06:25,629,-,-
94,Petr Kožina,3:06:47,319,-,-
95,Rostislav Jahoda,3:07:04,850,-,-
96,František Zouhar,3:07:19,309,-,-
97, ,3:07:34,845,-,-
98,Vladimír Hzan,3:07:54,735,-,-
99,Rudolf Pado,3:08:04,548,-,-
100,Jiří Stránský,3:08:41,459,-,-
101,Ivan Moch,3:08:54,116,-,-
102,Jiří Bednařík,3:09:06,551,-,-
103,Vladimír Pitter,3:09:35,136,-,-
104,Zdeněk Fiala,3:09:44,853,-,-
105,Tomáš Hrouza,3:09:58,798,-,-
106,Maria G. Navacchia,3:10:00,505,-,-
107,Radel Jakeš,3:10:16,414,-,-
108,Valdimír Oecha,3:10:27,424,-,-
109,Petr Navara,3:10:51,811,-,-
110,Zdeněk Lukeš,3:11:10,199,-,-
111,Tomáš Stařecký,3:11:30,715,-,-
112,Ervin Podžorný,3:12:12,567,-,-
113,Ladislav Mucha,3:12:32,593,-,-
114,Karel Tittelbach,3:12:33,281,-,-
115,Pavel Holeš,3:12:35,677,-,-
116,Václav Knobloch,3:12:44,731,-,-
117,Ladislav Soukup,3:12:47,255,-,-
118,Stanislav Grulich,3:12:48,484,-,-
119,Slav a Pilik,3:13:01,819,-,-
120,Radek Jež,3:13:20,472,-,-
121,Petr Cycoň,3:13:59,119,-,-
122,Luboš Svoboda,3:14:32,147,-,-
123,Jaroslav Scherrer,3:15:17,318,-,-
124,Milan Krupka,3:15:22,356,-,-
125,Fabrizio Magnoni,3:15:45,398,-,-
126,Vladimír Kubeček,3:15:47,148,-,-
127,Jan Seltenreich,3:15:48,568,-,-
128,Valentina Maisto,3:15:50,532,-,-
129,Václav Dumek,3:16:46,303,-,-
130,Daniel Dvořák,3:17:04,222,-,-
131,David Daves,3:17:06,639,-,-
132,Marek Blahuta,3:17:12,220,-,-
133,Tomáš Roza,3:17:38,680,-,-
134,Karel Šebelka,3:17:52,150,-,-
135,Rid1ard Jurečka,3:17:53,851,-,-
136,Ladislav Kvasnica,3:18:05,723,-,-
137,Jan Bureš,3:18:14,118,-,-
138, ,3:18:18,842,-,-
139,Pavel Vakrčka,3:18:52,838,-,-
140,Josef Kiefmann,3:18:55,807,-,-
141,Terenzio Reppucci,3:19:13,120,-,-
142,Vladimír Treybal,3:19:16,160,-,-
143,Eduard Pucherna,3:19:27,204,-,-
144,Pavel Till,3:19:37,271,-,-
145,Jiří Cupák,3:19:41,221,-,-
146,Uladimír Vagner,3:19:51,468,-,-
147,Roberto Zucali,3:20:05,586,-,-
148,Drahohír Líbal,3:20:10,444,-,-
149,Petr Mucha,3:20:11,164,-,-
150,Jaroslav Novotný,3:20:18,172,-,-
151,Olivier Demard,3:20:28,235,-,-
152,Vladimír Břeyna,3:20:42,473,-,-
153,Jan Ondruš,3:20:46,611,-,-
154,Josef Kostka,3:20:50,167,-,-
155, ,3:21:08,844,-,-
156,Franco Civai,3:21:11,114,-,-
157,Theodore Heisler,3:21:14,342,-,-
158,Josef Pecka,3:21:23,469,-,-
159,Peter Pavuk,3:21:26,143,-,-
160,Jan Soviš,3:22:04,415,-,-
161,CYril Bohknickz,3:22:10,815,-,-
162,David Deubelbeiss,3:22:14,302,-,-
163,Kurt Felle,3:22:22,566,-,-
164,Pavel Dufek,3:22:48,202,-,-
165,Jiří Březina,3:22:50,582,-,-
166,Josef Choc,3:23:07,173,-,-
167,Jaroslav Kestrer,3:23:16,855,-,-
168,Josef Zlatníček,3:23:20,595,-,-
169,Tomáš Seeman,3:23:30,256,-,-
170,S. Felipe Viveros,3:23:33,288,-,-
171,Véclav Pendyk,3:23:48,854,-,-
172,Otakar Michálek,3:24:01,440,-,-
173,",Jiří Stránský Judr.",3:24:08,376,-,-
174,David Florian,3:24:09,689,-,-
175,Rudolf Hostášek,3:24:20,560,-,-
176,Ivan Soviš,3:24:23,171,-,-
177,Jiří Macek,3:24:27,168,-,-
178,Kateřina Náhlovská,3:24:29,534,-,-
179,Maura Grieco,3:24:31,161,-,-
180,Josef Holub,3:24:56,475,-,-
181,Milan Gatial,3:24:59,741,-,-
182,Zbyněk Pela,3:25:24,480,-,-
183,Lukáš Vostrel,3:25:31,789,-,-
184,Libor Čumpelík,3:25:41,294,-,-
185,Pavel Sudek,3:25:53,429,-,-
186,Ivan Charypar,3:26:00,442,-,-
187,Petr Sochorovský,3:26:04,489,-,-
188,Boris Rumov,3:26:17,585,-,-
189,Viří Šimon,3:26:21,380,-,-
190,Jaroslav Pluhař,3:26:24,781,-,-
191,Petr Hrček,3:26:26,313,-,-
192,Karel Urban,3:26:33,581,-,-
193,Jaroslav Ejem,3:26:42,237,-,-
194,Libor Kulda,3:26:46,463,-,-
195,Josef Šuran,3:26:48,597,-,-
196,David Rosenbaum,3:26:50,265,-,-
197,Jiří Dvořak,3:26:57,401,-,-
198,Jiří Rychtecký,3:27:17,369,-,-
199,Miloslav Maráček,3:27:48,210,-,-
200,Radovan Gregor,3:27:52,145,-,-
201, ,3:28:00,839,-,-
202,Bohuslav Čáp,3:28:03,123,-,-
203,Jarmila Macháčová,3:28:24,522,-,-
204,Jan Novák,3:28:31,458,-,-
205,Martin Pokorný,3:28:36,278,-,-
206,Daniel Šístek,3:28:54,190,-,-
207,Terence Keily,3:29:00,601,-,-
208,Josef Polenský,3:29:03,345,-,-
209,Vlastimil Škanta,3:29:17,457,-,-
210,Christian Felix,3:29:24,297,-,-
211,Jan Kolanda,3:29:56,192,-,-
212,Filip Mach,3:30:17,195,-,-
213,Ladislav Kodzm,3:30:24,726,-,-
214,Renaud Jacquet,3:30:34,293,-,-
215,Václav Marek,3:30:50,351,-,-
216,Luboš Bílen,3:31:13,402,-,-
217,Miroslav Pluskal,3:31:44,374,-,-
218,Petr Klíma,3:31:58,217,-,-
219,Karel Rauš,3:32:16,243,-,-
220,Jaromír Vladyka,3:32:28,352,-,-
221,Todd Gilbertson,3:32:33,642,-,-
222,Jan Foltín,3:32:36,180,-,-
223,Jiří Kříž,3:32:39,244,-,-
224,Ladislav Janlu,3:32:57,371,-,-
225,Karel Janovský,3:33:02,555,-,-
226,Martin Šimek,3:33:15,169,-,-
227,Radomír Dolejš,3:33:17,758,-,-
228,Derek Martin,3:33:20,170,-,-
229,Miroslav Koupil,3:33:22,438,-,-
230,Miroslav Bisko,3:33:28,413,-,-
231,Petr Prokeš,3:33:30,622,-,-
232,Jaroslav Zajícek,3:33:33,699,-,-
233,Jan Černy,3:34:08,790,-,-
234,Václav Krejsa,3:34:12,111,-,-
235,Christian Pecheux,3:34:39,625,-,-
236,Pavel Doležal,3:34:41,388,-,-
237,Ivan Rokos,3:35:16,330,-,-
238,Vítali Toukmanov,3:35:20,678,-,-
239,Petr Mict1ler,3:35:33,613,-,-
240,Václav Smeták,3:35:36,131,-,-
241,Libor Šindelář,3:35:44,487,-,-
242,Otakar Charvát,3:35:49,269,-,-
243,Petr Konečný,3:35:54,262,-,-
244,Lukáš Nosek,3:35:55,183,-,-
245,Milan Mistrík,3:36:00,275,-,-
246,Vladimír Válek,3:36:17,132,-,-
247,Jan Miksa,3:36:20,350,-,-
248,Paolo Munari,3:36:35,825,-,-
249,Pavel Šusta,3:36:47,488,-,-
250,Luděk Čubík,3:37:05,304,-,-
251,Jiří Krofta,3:37:29,610,-,-
252,Josef Tuček,3:37:32,557,-,-
253,Pavel šenk,3:37:34,283,-,-
254,Jiří Němeček,3:37:39,127,-,-
255,Marian Golek,3:37:53,846,-,-
256,Alice Procházková,3:38:13,523,-,-
257,Fabio Marransi,3:38:14,326,-,-
258,Jan Vlček,3:38:20,621,-,-
259,Bruno Martini,3:38:24,580,-,-
260,Jiří Šulc,3:38:48,589,-,-
261,Vladirnir Zima,3:38:55,632,-,-
262,Pavel Matějovský,3:39:11,267,-,-
263,Jana Kožinová,3:39:17,533,-,-
264,Franta Kunci,3:39:37,408,-,-
265,Jiří Vích,3:39:56,674,-,-
266,Václav Černý,3:40:15,266,-,-
267,Tomáš Valta,3:40:21,390,-,-
268,Kamil Kovář,3:40:28,258,-,-
269,Bohuslav Plachý,3:40:30,223,-,-
270,Giulio Resnati,3:40:41,647,-,-
271,Martin Korhel,3:40:43,242,-,-
272,Ivan Houěviěka,3:40:49,712,-,-
273,Miloslav Kubát,3:40:50,547,-,-
274,Jaroslav Benda,3:40:51,558,-,-
275,Václav Buriánek,3:40:54,684,-,-
276, Peter Puškár                   ,3:40:56,399,-,-
277,Zdeněk Nosek,3:41:03,154,-,-
278,Lubomír Jadrný,3:41:16,212,-,-
279,Ydeněk Tuma,3:41:39,849,-,-
280,Václav Lípa,3:41:45,754,-,-
281,Alain Gantner,3:41:46,128,-,-
282,Rudolf Stubiger,3:41:56,574,-,-
283,Ladislav Chvojka,3:42:04,483,-,-
284,Petr Podruh,3:42:30,409,-,-
285,Jaroslav Kabelík,3:42:31,571,-,-
286,Petr Majer,3:42:53,391,-,-
287,Lucio Ometto,3:42:59,670,-,-
288,Alvisio Mei,3:43:00,643,-,-
289,Jiří Havel,3:43:12,207,-,-
290,Miloš Loužecký,3:43:14,575,-,-
291,Zdeněk Jakubec,3:43:32,485,-,-
292,Vladimír Havlíček,3:43:34,113,-,-
293,Thomas Zemturis,3:43:36,520,-,-
294,Jan Urban,3:43:42,385,-,-
295,Václav Novák,3:43:43,427,-,-
296,František Kaisler,3:43:49,576,-,-
297,Stanislav Trapp,3:44:02,387,-,-
298,Jaroslav Seyenský            ,3:44:07,431,-,-
299,Petr Polanský,3:44:18,287,-,-
300,Ivan Zach,3:44:43,317,-,-
301,Josef Zubr,3:44:46,321,-,-
302,Ota Beránek,3:44:59,432,-,-
303,Lumír Čvančara,3:45:16,562,-,-
304, Radek Podracký               ,3:45:21,240,-,-
305,Vladimír Mašl,3:45:24,594,-,-
306,Rudolf Levit,3:45:34,310,-,-
307,Josef Kadlec,3:45:36,713,-,-
308,Milan Hochman,3:45:37,405,-,-
309,Ivan Schwarcz,3:46:00,102,-,-
310,Petr Jaksch,3:46:08,410,-,-
311,Stanislav Šuléř,3:46:12,766,-,-
312,Jan Halamka,3:46:43,368,-,-
313,Alexandre Radtchenko,3:46:59,679,-,-
314,Jan Klimeš,3:47:08,135,-,-
315,Rudolf Kusebouch,3:47:56,573,-,-
316,Uitezslau Pivonka,3:48:10,448,-,-
317,Martin Slomek,3:48:19,628,-,-
318,Milan Košař,3:48:20,608,-,-
319,Zdeněk Chmel,3:49:08,299,-,-
320,František Jedlička,3:49:14,134,-,-
321,Ladislav Vályi,3:49:25,375,-,-
322,Jan Dolejš,3:49:58,141,-,-
323,Františer Večeřa,3:50:17,367,-,-
324,Pavel Minař,3:50:43,334,-,-
325,Jinřich Orzadala,3:50:44,753,-,-
326,Jan Průša,3:50:52,486,-,-
327,Petr Reyek,3:51:02,821,-,-
328, ,3:51:10,843,-,-
329,Rudolf Kadeřábek,3:51:26,583,-,-
330,Filip Mlčoch,3:51:45,200,-,-
331,Libor Vamberský,3:52:20,103,-,-
332,Otakar Cimrman                ,3:52:23,336,-,-
333,.Jiří Nekuža,3:52:24,122,-,-
334,Rudolf Čížek,3:52:29,590,-,-
335,Stanislav Kalandra,3:52:37,320,-,-
336,Jiří Pitrák,3:53:10,430,-,-
337,Jiří Blank,3:53:19,848,-,-
338,Tavel Malý,3:53:23,617,-,-
339,Angelo Zancaner,3:53:26,665,-,-
340,František Albert,3:53:31,339,-,-
341,Petr Nekoia,3:53:33,800,-,-
342,Dominique Pinto,3:54:01,718,-,-
343,Svatopluk Tomíšek,3:54:03,714,-,-
344,Jan Zajíc,3:54:08,630,-,-
345,Karel Matoušek,3:54:09,107,-,-
346,Ugo Gennamo,3:54:24,329,-,-
347,Ondřei Pekárek,3:54:29,481,-,-
348,Miroslav Hrstka,3:54:42,454,-,-
349,Tomáš Pleskač,3:54:46,638,-,-
350,Martin Vinš,3:55:02,308,-,-
351,Jozef Čurlej,3:55:12,126,-,-
352,Joakim Edlund,3:55:20,755,-,-
353,Jan Habrove,3:55:31,856,-,-
354,Petr Oppolzer,3:55:33,437,-,-
355,František Hájíček,3:55:50,115,-,-
356,Petr Profous,3:55:56,340,-,-
357,Jan Bína,3:56:11,428,-,-
358,Miloslav Nechanský,3:56:15,690,-,-
359,Marek Přibil,3:56:16,389,-,-
360,Jiří Sikora,3:56:29,569,-,-
361,Giancarlo Blasoni,3:56:33,125,-,-
362,Jiří Hrabák,3:56:39,620,-,-
363,Peter Ter Kulve,3:56:50,282,-,-
364,Filip Hobza,3:56:52,198,-,-
365,Marschal Denis,3:56:57,110,-,-
366,Chiara Dinicoli,3:57:13,546,-,-
367,Stanislav Doležal,3:57:19,584,-,-
368,Jaroslav Kovář,3:58:00,556,-,-
369,Miloš Ing Šimon,3:58:08,803,-,-
370,Petr Somol,3:58:10,813,-,-
371,Milan Pacík,3:58:16,298,-,-
372,Rolf Friedrichsen,3:58:45,404,-,-
373,Vladimír Klail,3:58:54,623,-,-
374,Jan Suchý,3:59:24,189,-,-
375,Slavo Chrorniak,4:00:00,52,-,-
376,Luboš Krnížek,4:00:18,338,-,-
377,Gunther Michael,4:00:29,646,-,-
378,Jaroslav Svoboda,4:00:31,156,-,-
379,Jaroslav Klimpera,4:00:31,691,-,-
380,Ivan Konečný,4:01:40,737,-,-
381,Karel Šikel,4:01:51,461,-,-
382,Lukás Polák,4:02:00,403,-,-
383,Petr Tříska,4:02:08,355,-,-
384,Walter Horák,4:02:17,645,-,-
385,Miroslav Prokeš,4:02:25,158,-,-
386,Vaclav Hasal,4:02:41,363,-,-
387,Zdeněk Sycha,4:02:48,157,-,-
388,Václav Mls,4:03:04,852,-,-
389,Jaronír Voborník,4:04:08,493,-,-
391,Karel Červenka,4:04:51,570,-,-
390,Pavel Ryska,4:04:51,554,-,-
392,Jiří Lech,4:05:05,588,-,-
393,Pieter De Rijke,4:05:19,264,-,-
394,Ivan Pacner,4:05:39,687,-,-
395,Pavel Helemík,4:06:14,252,-,-
396,Frederic Danson,4:06:40,238,-,-
397,Zdeněk Přeček,4:06:58,109,-,-
398,Robert Bellada,4:07:25,234,-,-
399,Andrew Martin,4:07:28,140,-,-
400,Petr Kvirenc,4:07:36,416,-,-
401,Aleš Rychtera,4:07:52,377,-,-
402,Jiří Peták,4:07:54,315,-,-
403,Pavel Matousek,4:07:56,426,-,-
404,Miloš Čermák,4:08:16,254,-,-
405,Milan Bedka,4:08:27,372,-,-
406,Josef Krejsa,4:09:16,166,-,-
407,Michal Selinger,4:10:18,247,-,-
408,Oldřich Ylatuška,4:10:24,780,-,-
409,Tomáš Pátrl,4:10:57,814,-,-
410,David Wolf,4:11:00,314,-,-
411,Martin Gajda,4:11:33,707,-,-
412,Radek Ondryáš,4:11:50,499,-,-
413,Karel Novák,4:11:57,460,-,-
414,Ladislav Česka,4:12:11,519,-,-
415,Eva Pláničková,4:12:23,521,-,-
416,Antonín Nový,4:12:31,482,-,-
417,Daniel Filjo,4:12:40,419,-,-
418,Michal Yikmund,4:12:51,449,-,-
419,Adam Nedvídek,4:12:54,467,-,-
420,Darryl Wa!sh,4:14:11,139,-,-
421,Wendi Pillars,4:14:24,248,-,-
422,Pavel Vondráček,4:15:21,771,-,-
423,Jiří Bartoš,4:15:30,159,-,-
424,Pablo Havlíček,4:15:33,796,-,-
425,Dušan Výšata,4:15:53,816,-,-
426,Aleš Habáň,4:15:57,211,-,-
427,Jiří Volf,4:15:59,174,-,-
428,Štefan Lauko,4:16:01,153,-,-
429,Filip Schmidt,4:16:27,218,-,-
430,Jaromír Beran,4:16:39,423,-,-
431,Jiří Hrubý,4:16:43,447,-,-
432,Vladimír Sommer,4:17:17,331,-,-
433,Jaroslav Ekl,4:17:23,565,-,-
434,Zdeněk Jokeš,4:17:24,561,-,-
435,Stefano Barbieri,4:17:45,667,-,-
436,Jiří Janda,4:18:48,491,-,-
437,Jiří Krejzl,4:18:51,386,-,-
438,Michael Madsen,4:19:44,295,-,-
439,Jakub Velenský,4:20:02,710,-,-
440,Hilary Huli,4:20:03,530,-,-
441,Jaroslav Krpec,4:21:18,572,-,-
442,Jan Pejša,4:21:30,692,-,-
443,Miloš Zelenka,4:21:31,676,-,-
444,Martin Jebavý,4:21:49,721,-,-
445,Petr Kavalír,4:22:31,750,-,-
446,Jiří černý,4:23:27,420,-,-
447,Jan Škrabánek,4:25:28,495,-,-
448,Daniela Raiterová,4:25:36,540,-,-
449, ,4:26:05,727,-,-
450,John Peroni,4:26:16,492,-,-
451,Otakar Pachmann,4:26:25,563,-,-
452,Miroslav Pelc,4:26:29,818,-,-
453,Petr Keila,4:26:58,784,-,-
454,Miloslav Kišš,4:27:08,605,-,-
455,Marián Struk,4:27:38,496,-,-
456,Petr Deul,4:27:49,686,-,-
457,Martin Connolly,4:27:50,130,-,-
458,Miloš Velehradský,4:28:15,280,-,-
459,Antonín Fišer,4:28:33,694,-,-
460,Rolf Bergner,4:29:03,730,-,-
461,Severo Maisto,4:29:13,592,-,-
462,Petr Hynek,4:30:18,215,-,-
463,Enrico Galimberti,4:31:29,397,-,-
464,Radek Spáčil,4:31:34,191,-,-
465,Martin Šebelle,4:31:35,729,-,-
466,Charlotte Large,4:32:35,531,-,-
467,James Branam,4:32:55,637,-,-
468,Miloslav Macek,4:32:58,579,-,-
469,Lubomir Treskoň,4:33:16,701,-,-
470,H. Joerg Srienc,4:33:29,296,-,-
471,Milan Horký,4:34:18,700,-,-
473,Luboš Rákosník,4:34:53,435,-,-
472,Martin Diviš,4:34:53,785,-,-
474,Ales Dvořák,4:35:21,433,-,-
475,Jaroslav Sobota,4:36:19,260,-,-
476,Lorenza Marchisio,4:37:02,599,-,-
477,Filip Novák,4:37:33,675,-,-
478,Miloslav Matějka,4:37:55,553,-,-
479,Marco Simonazzi,4:38:16,666,-,-
480,Jiří Soukup,4:38:23,602,-,-
481,Daniel Pitro,4:38:29,705,-,-
482,Dario Gaioni,4:38:49,672,-,-
483,Aleš Procházka,4:39:24,241,-,-
484,Luděk Procházka,4:39:51,791,-,-
485,Mario Papagna,4:40:07,651,-,-
486,Jan Rett,4:41:59,759,-,-
487,uf f·l Habiger,4:42:02,498,-,-
488,Radek Klášterka,4:42:42,224,-,-
489,martin Schacherl,4:42:44,289,-,-
490,Lucie Křížová,4:42:56,527,-,-
491,Brigita Krejsová,4:42:58,535,-,-
492, ,4:43:24,840,-,-
493,Vilém Kolín,4:43:36,197,-,-
494,Karel Malimánek,4:44:53,770,-,-
495,Laurent Schnitt,4:44:59,809,-,-
496,Jiří Fabián,4:47:49,177,-,-
497,Jiří Marek,4:47:50,641,-,-
498,Roman Škulec,4:49:11,688,-,-
499,Alberto Anceschí,4:49:17,826,-,-
500,Tomáš Víšek,4:49:22,208,-,-
501,Miloš čensky,4:49:27,446,-,-
502,Ivan Luž a,4:50:13,578,-,-
503,Peter Virostko,4:50:15,233,-,-
504,Ydenek Klane,4:50:48,364,-,-
505,Anselmo Cocconi,4:51:09,406,-,-
506,Josef Chadina,4:51:10,725,-,-
507,Karel Hladík,4:52:09,603,-,-
508,Hynek K. Brabec,4:52:33,636,-,-
509,Daniel V. Stránský,4:55:14,634,-,-
510,Pavel Wohanka,4:55:14,194,-,-
511,Ivan Pelikán,4:55:27,325,-,-
512,Miloš Živný,4:55:41,587,-,-
513,Pavel Čižinský,4:56:25,633,-,-
514,Patrik Janda,4:57:28,671,-,-
515,lmre Schnierer,4:57:34,263,-,-
516,Vladimír Nosek,4:57:36,768,-,-
517,Linda Hunter,4:57:40,761,-,-
518,Pavel Mach,4:57:50,209,-,-
519,Carlo Marca,4:59:24,827,-,-
