Rank,Name,Chip time,St. number,Nationality,Age cat.
106,RYAN HEFFERNAN,2:59:27,2066,USA,MAM
107,VLASTIMIL TVRDÍK,2:59:48,366,CZE,MAM
108,MICHAEL SANDERSON,2:59:19,295,GBR,MAM
109,PETR ELIÁŠ,3:00:18,121,CZE,M45
110,JAN SOKOL,3:00:18,1218,CZE,MAM
111,HEINRICH FRERICH,3:00:25,613,GER,M40
112,MARTIN ŠTOLFA,3:00:36,2096,CZE,MAM
113,RADKA CHURÁŇOVÁ,3:00:52,5010,CZE,WAM
114,VANESSA MULHOLLAND,3:01:04,5105,GBR,WAM
115,VLADIMÍR PECHEK,3:01:05,631,CZE,M45
116,ERIC SOBKOWIAK,3:01:01,492,FRA,M40
117,GIOVANNI TORELLI,3:01:27,244,ITA,M50
118,MILOŠ PŘIBYL,3:01:36,365,CZE,MAM
119,MICHAL PROCHÁZKA,3:01:43,1208,CZE,MAM
120,JEFF SIEBOLD,3:01:34,630,USA,MAM
121,PÁL SZILÁGYI,3:01:22,385,HUN,MAM
122,JIŘÍ VÁBR,3:01:43,961,CZE,MAM
123,UDO PITSCH,3:01:50,3554,GER,M50
124,VINICIO POZZA,3:02:03,697,ITA,M45
125,JAN MALÝ,3:02:09,125,CZE,MAM
126,MIKKO TORMI,3:02:21,537,FIN,M40
127,VILÉM HRDINA,3:02:38,189,CZE,M50
128,DAVID EDWARDS ROSS,3:02:39,161,GBR,MAM
129,MARCO ANDREOLI,3:02:38,653,ITA,M45
130,GIUSEPPE AGRESTI,3:02:46,590,ITA,M45
131,SERGIO PANERO,3:02:55,356,ITA,M45
132,ROBERTO BRUNI,3:02:49,243,GBR,MAM
133,DAVID KUNČAR,3:03:12,1232,CZE,MAM
134,JAN TRAUTMANN,3:02:33,397,GER,MAM
135,PETER SCHILLER,3:02:33,3203,GER,MAM
136,JIŘÍ DROZD,3:03:38,859,CZE,M45
137,PETR JANOUŠEK,3:03:55,265,CZE,MAM
138,JON THRAVES,3:03:59,807,GBR,MAM
139,VINCENTE LOPEZ,3:03:51,513,ESP,M40
140,BÉLA VETRÓ,3:04:46,422,HUN,M40
141,PETER KRUPKA,3:04:50,114,CZE,M40
142,LOUISE MCLEAN,3:05:05,5123,IRL,W35
143,BRUNO BETTINELLI,3:04:22,373,ITA,M60
144,PHILIPE REMY,3:04:58,635,BEL,M40
145,MAURO TUCCI,3:02:48,1516,ITA,M60
146,JAN NOVOTNÝ,3:04:53,2084,CZE,MAM
147,JINDŘICH KRÁL,3:05:24,1217,CZE,MAM
148,COSIMO MAZZOTTA,3:05:35,722,ITA,M40
149,KAMIL KOZUB,3:05:46,102,CZE,MAM
150,GIUSEPPE FISICARO,3:05:35,1164,ITA,M45
151,DECLAN BYRNE,3:05:52,198,IRL,MAM
152,PAVEL STANĚK,3:04:38,1025,CZE,MAM
153,VLASTIMIL RŮŽIČKA,3:06:12,574,CZE,M40
154,FRANTIŠEK SOBOTKA,3:04:55,1675,CZE,MAM
155,VLADIMÍR HIRJAK,3:06:08,464,SVK,M45
156,TIMOTHY BARIHOLONAW,3:06:01,1739,GBR,MAM
157,TOMÁŠ EISNER,3:06:23,3360,CZE,MAM
158,DANIEL HEJNYŠ,3:06:54,284,CZE,MAM
159,KEES DENNEMAN,3:07:01,396,NED,M45
160,ERWIN WAGNER,3:06:53,614,GER,M50
161,ELMAR SAAR,3:06:54,3334,GER,MAM
162,PETR HORÁČEK,3:06:09,1193,CZE,M40
163,RALF LANGE,3:06:12,509,GER,M40
164,ANNA BÁČOVÁ,3:07:37,5051,CZE,W35
165,JOSEF NEČAS,3:07:39,187,CZE,M45
166,PATRICK HAMON,3:07:24,485,FRA,M40
167,STEVEN BAINBRIDGE,3:07:16,1071,GBR,MAM
168,ROSS HALLETT,3:07:24,688,GBR,MAM
169,STEVEN KOVATS,3:07:48,308,GBR,M40
170,KAMIL TAYFUN CARLI,3:08:22,1186,TUR,M40
171,MURAT KURTAK,3:08:24,1187,TUR,MAM
172,FRANCE ADANT,3:08:31,5117,BEL,WAM
173,PETR LHOTA,3:08:36,109,CZE,MAM
174,DALIBOR SOSNA,3:08:33,111,CZE,MAM
175,MILAN SOUKUP,3:08:35,2439,CZE,M40
176,MIROSLAV NEMŠÁK,3:08:22,642,CZE,MAM
177,DANIEL DVOŘÁK,3:08:38,1086,CZE,MAM
178,ERNST PRISLAN,3:08:10,2082,AUT,M40
179,PETR WALA,3:08:56,130,CZE,MAM
180,DUARTE JOSE,3:08:51,3510,ESP,M45
181,CHRISTIAN MOTHE,3:08:56,489,FRA,M50
182,PETER PERATHONER,3:09:16,495,ITA,M55
183,ANDREA BONARI,3:09:19,99,ITA,M40
184,PAUL VAN RIEL,3:09:13,3867,BEL,M40
186,PAUL BAINBRIDGE,3:09:15,3576,GBR,MAM
185,MICHEL LEFEBVRE,3:09:14,742,FRA,M45
187,TIM STALLAERT,3:09:23,711,BEL,MAM
188,CHRISTOPH WINKLER,3:09:29,3743,GER,MAM
189,NORBERT SCHALTENBRAND,3:09:25,154,FRA,M40
190,EMILIO ROVARIS,3:09:25,732,ITA,MAM
192,OLIVIERO SCORDAMAGLIA,3:09:52,322,ITA,MAM
191,SALVATORE VERULENTO,3:09:41,320,ITA,M50
193,PAVOL UHLARIK,3:09:50,582,SVK,M45
194,VÁCLAV HONS,3:09:54,580,CZE,M50
195,GIUSEPPE TRIPARI,3:09:59,739,ITA,M40
196,JAROSLAV NOVÝ,3:08:06,675,CZE,MAM
197,SIMONA KOŠČOVÁ,3:10:09,5056,CZE,WAM
198,JIMENEZ PEDRO,3:10:19,3511,ESP,M45
199,FREDERIC PERRET,3:10:05,220,FRA,M40
200,ZBYNĚK NÝDRLE,3:09:59,528,CZE,M50
201,ROGER SAYLE,3:10:04,3459,GBR,M40
202,DAMIEN CORNU,3:10:25,1363,FRA,MAM
203,LUBOŠ FLEIBERK,3:10:21,611,CZE,M45
204,MIROSLAV GABRIEL,3:10:20,1683,CZE,M40
205,GUSTAVO SANGIORGI,3:10:36,1192,ITA,M40
206,MIROSLAV ŠTEFL,3:10:40,1099,CZE,MAM
207,DUSAN MOSKOTEVC,3:09:45,956,SLO,MAM
208,PAUL DALIMIER,3:10:20,407,BEL,MAM
209,STANISLAV MUDRÁK,3:10:50,680,CZE,MAM
210,TOMÁŠ LACHOUT,3:10:18,4124,CZE,MAM
211,ZDENO BELKO,3:11:04,1058,SVK,M45
212,FABRICE DA PONT,3:10:02,562,FRA,MAM
213,ZBYŠEK JAROŠ,3:09:43,1017,CZE,MAM
214,MARCELLO MARAFANTE,3:09:03,1511,ITA,M50
216,DUPIRE HERVE,3:11:30,271,FRA,M50
215,KONSTANTIN WIESNER,3:11:11,1100,CZE,M40
217,THOMAS GABIOUD,3:11:31,256,SUI,MAM
219,COCQUIO J PAUL,3:11:22,547,FRA,M40
218,LUISIER YVES,3:11:11,254,SUI,MAM
221,MICHAEL CRIVELLO,3:10:57,4041,USA,MAM
220,GABRIEL IZSAK,3:10:32,1178,SVK,MAM
222,ANDREW TAYLOR,3:11:23,594,GBR,MAM
223,BRUNO BALLEREAU,3:11:16,388,FRA,M45
224,JURAJ ŠALING,3:10:48,1031,SVK,MAM
225,ALBERTO GALATI,3:11:47,713,ITA,MAM
226,DOMENICO BELLUSCHI,3:11:44,591,ITA,M50
227,PAVEL RICHTER,3:11:54,1749,CZE,M40
228,VÁCLAV MICHL,3:11:16,1168,CZE,M50
229,PETER OCOVAN,3:10:38,3729,SVK,MAM
230,KAREL SVAČINA,3:11:41,1179,CZE,MAM
231,TINA PARITS,3:12:24,5341,AUT,WAM
232,MARIO KALS,3:12:23,517,AUT,MAM
233,JIŘÍ HÁJEK,3:12:17,1024,CZE,M45
234,VÍT KURKA,3:12:13,2070,CZE,M40
235,JÁN CETNER,3:12:19,460,SVK,M40
236,ROSTISLAV ŠMONDRK,3:12:41,1591,CZE,M40
237,PAULO MUINELO,3:12:23,4043,ESP,MAM
238,CALLEN HODGKISS,3:08:47,3792,sha,MAM
239,MAURO D'ONORIO,3:13:07,1658,ITA,M45
240,MILOŠ KMUNÍČEK,3:13:11,628,CZE,M45
241,MILAN MIŠÁK,3:13:20,935,CZE,M40
242,PETER GALUS,3:13:04,616,USA,MAM
243,VLADIMÍR FIKEJS,3:13:21,417,CZE,M45
244,JAN KNÝŘ,3:13:25,368,CZE,M45
245,PETR ONDRUŠEK,3:12:42,691,CZE,MAM
246,FRANCES PANEA LLUIS,3:12:27,1166,ESP,MAM
247,ERIC PEETERS,3:14:06,3862,BEL,M40
249,DENISA KOZÁKOVÁ,3:14:17,5053,CZE,WAM
248,MAIK INGWERSEN,3:13:11,766,GER,M45
250,MARTIN POSPÍŠIL,3:12:47,3960,CZE,MAM
251,TOMÁŠ STRNAD,3:14:15,218,CZE,MAM
252,KELLER ANDI,3:14:09,224,SUI,M40
253,JEAN-MANUEL TORRAS,3:14:14,393,FRA,M45
254,IVAN FIELD,3:14:17,175,GBR,M40
255,PIER GIOVANNI SORIANI,3:14:01,629,ITA,MAM
256,JAN MAREČEK,3:14:36,444,CZE,MAM
257,KLEIN PAVEL,3:14:47,281,CZE,MAM
258,VLADIMÍR BALOGH,3:14:46,457,SVK,M40
259,GERALD ZOGL,3:14:51,699,AUT,MAM
261,TOMÁŠ HLADINA,3:14:47,3312,CZE,MAM
260,JEAN-LUC BLUMERT,3:14:44,302,FRA,M40
262,JAN HAZUCHA,3:13:40,1034,SVK,M60
263,LUBOŠ RACEK,3:14:15,1189,CZE,MAM
264,THOMAS STEIN,3:14:40,156,GER,MAM
265,DELLACHERIE SYLVETTE,3:15:06,5108,FRA,W45
266,PIOTR SPALINSKI,3:14:27,749,POL,MAM
267,MAREK ONDRÁŠEK,3:15:08,677,CZE,MAM
268,JONATHAN RICHARDS,3:13:28,382,GBR,M40
269,MICHAL HROUZA,3:15:20,439,CZE,MAM
270,MAURO FELTRIN,3:15:24,669,ITA,M40
271,MIROSLAV OSLADIL,3:14:51,1231,CZE,M50
273,STEVEN PRENTICE,3:15:30,707,GBR,MAM
272,JOSÉ MARTINEZ,3:15:25,289,FRA,M40
274,DAVID TUNKL,3:14:56,834,CZE,MAM
275,JOSEF ZODERER,3:15:21,285,CZE,M50
276,WILLY HAMRE,3:15:39,163,NOR,M45
277,STEINAR ESPERAS,3:15:41,172,NOR,M60
278,KAZIMÍR SWACZYNA,3:15:39,351,CZE,MAM
279,IVAN MUSSNER,3:15:58,496,ITA,MAM
280,MIRKO BAUMANN,3:16:11,536,CZE,M40
281,PETR VESELÝ,3:16:35,692,CZE,MAM
282,STEPHAN BISKAMP,3:16:11,585,GER,M45
283,KAREL FILIP,3:16:38,191,CZE,MAM
284,ANTONIO MENDUINHA,3:15:20,619,ESP,M45
285,DANIEL TOŠNER,3:16:09,2491,CZE,MAM
286,REMY SPINNER,3:16:48,288,FRA,M45
287,JOCHEN WAHL,3:16:21,3229,GER,M45
288,GIUSEPPE MORONI,3:16:15,376,ITA,M40
289,SAVRY PHILIPPE,3:17:06,546,FRA,M45
290,JIŘÍ TARANT,3:17:13,420,CZE,M45
291,MARTIN CHUDO,3:17:05,1150,CZE,MAM
292,BJORN LAWTON,3:16:42,589,GBR,MAM
293,COLIN BUNTING,3:17:13,705,GBR,M40
294,RADKO HODBOĎ,3:17:01,349,CZE,M45
295,MARIO DI CLEMENTE,3:17:11,1596,ITA,M50
296,PATRICK CIKARA,3:17:13,1667,CZE,MAM
297,YNGVE HJORNEVIK,3:16:37,3410,NOR,M50
299,ROBERT WARDLAW,3:17:50,712,GBR,M50
298,JEFF NOBLE,3:17:05,687,GBR,MAM
300,AUDRIUS TRINKA,3:17:11,638,LIT,MAM
301,RADEK KURIŠ,3:18:00,448,CZE,MAM
302,KELLY NIMMER,3:16:27,1718,USA,MAM
303,HUGO WOOD,3:17:40,551,GBR,MAM
304,EDDY STEYLS,3:17:56,702,BEL,M40
305,ADRIANO MARZONA,3:17:40,573,ITA,M55
306,JAROSLAV HRABUŠKA,3:18:26,1752,SVK,M45
308,SAMUEL CORNE,3:18:21,521,FRA,M40
307,THOMAS KRAPF,3:17:12,3786,AUT,MAM
309,MARTIN MLČOCH,3:16:34,1720,CZE,MAM
310,PETR KUBÍČEK,3:18:30,440,CZE,MAM
311,FABIO NALE,3:18:20,332,ITA,M40
312,MARCEL PAŠEK,3:18:15,709,CZE,MAM
313,PETR SVOBODA,3:18:23,968,CZE,M45
314,EDUARD OPLATEK,3:18:52,1060,CZE,MAM
315,WALTER PACKOLET,3:18:05,1601,BEL,M50
317,PETR TRUHLÁŘ,3:18:52,598,CZE,M40
316,WAGNER RICHARD,3:17:53,1039,GER,M50
318,JAROSLAV FRANEK,3:18:11,1210,SVK,M50
319,ANDRÉ GERDES,3:19:10,402,GER,MAM
320,ĽUBOŠ ĎURKECH,3:19:11,1042,SVK,MAM
321,ALOIS SOPPÉ,3:18:51,1020,CZE,M40
322,HARALD SCHEU,3:18:08,1084,AUT,MAM
323,JIŘÍ PŘÍHODA,3:16:33,3489,CZE,MAM
324,JAROSLAVA POKOROVÁ,3:19:39,5054,CZE,WAM
325,MIROSLAV KOSTLIVÝ,3:19:30,937,CZE,M50
326,ADAM OSSOWSKI,3:18:28,990,POL,M50
327,SANCHEZ THIERRY,3:19:45,168,FRA,M40
328,ZBYNĚK SCHNEIDER,3:19:46,672,CZE,MAM
329,JEF MICHIELSEN,3:19:51,3870,BEL,M55
330,RADEK ORAČKO,3:19:34,898,CZE,MAM
331,ANDRÁS ZILAHY,3:19:11,441,HUN,MAM
332,MARTIN PERNICKÝ,3:20:10,103,CZE,MAM
333,MARC COURSEAUX,3:20:01,480,FRA,MAM
334,VÍT RYŠKA,3:18:52,1588,CZE,MAM
335,ANGELINO DA SILVA,3:18:57,1085,ITA,M45
336,JUKKA HÖLSÄ,3:19:47,229,FIN,MAM
337,TOMÁŠ SLANEC,3:19:04,3979,CZE,M40
338,ARMIN FETTINGER,3:19:56,1751,GER,M40
340,JOAN CASAS I FONT,3:19:50,296,ESP,MAM
339,RADKA ZBÍRALOVÁ,3:19:48,5660,CZE,WAM
341,TOMÁŠ EYBL,3:18:57,3714,CZE,MAM
342,PETR HONZEJK,3:19:46,1698,CZE,MAM
343,PETER BARTOŠ,3:20:22,458,SVK,M40
344,GAVINO SIMULA,3:19:50,3331,ITA,MAM
345,JENS RAAB,3:19:34,542,GER,MAM
346,JAKUB SLANEC,3:19:45,1220,CZE,MAM
348,MIROSLAV KRATOCHVÍL,3:20:43,193,CZE,M45
347,THIERRY LEROCH,3:19:40,494,FRA,MAM
349,DARREN MOORE,3:18:40,510,USA,MAM
350,PAUL CANHAM,3:19:10,3802,GBR,MAM
351,THIERRY HARTMANN,3:20:40,3220,FRA,M40
352,ESTEVE CANAL,3:20:41,1145,ESP,M40
353,ANTONIO TROYANO,3:20:43,1144,ESP,M45
354,PEKKA NIEMELÄ,3:20:04,947,FIN,MAM
355,PABLO ACUNA,3:21:06,383,ESP,MAM
356,CARLO DALLOCCHIO,3:21:07,500,ITA,M40
357,DAVID MARQUES,3:21:36,415,POR,MAM
358,EUGEN ZIMMERER,3:21:07,173,GER,M55
359,LUBOMÍR KUBÍK,3:21:20,918,SVK,MAM
360,ERICK VAN MEEL,3:21:12,3915,BEL,M45
361,JAN KRANS,3:21:40,3530,NED,M50
362,RENATO GATTI,3:22:00,263,ITA,M40
363,FABRIZIO BARATELLA,3:21:28,398,ITA,MAM
364,MILAN CELUCH,3:22:11,131,CZE,M40
365,MARTIN HOLAN,3:22:21,416,CZE,M40
366,VROBEL MIROSLAV,3:21:52,3722,CZE,M45
367,DAVID GONZALEZ,3:20:06,3728,ESP,MAM
368,JOSHUA LONGBRAKE,3:22:21,3394,USA,MAM
369,SCHEIB BERNHARD,3:22:14,384,GER,M45
370,OLDŘICH BUZEK,3:20:56,1098,CZE,M45
371,KSENIJA BODLOVIC,3:20:34,5300,SMG,WAM
372,KEN REILLY,3:22:30,640,IRL,MAM
373,VANDA BŘEZINOVÁ K.,3:22:47,5057,CZE,WAM
374,MARTIN RADIMECKÝ,3:22:02,3627,CZE,MAM
375,MAREK WINTER,3:22:46,3952,CZE,MAM
376,ZDENĚK KLABAČKA,3:17:55,3901,CZE,MAM
377,MICHAL ŠRUBAŘ,3:21:55,1092,CZE,MAM
378,RADEK ŠULC,3:22:41,581,CZE,MAM
379,JIŘÍ DOSKOČIL,3:23:09,378,CZE,M40
380,SAMUEL STRAKA,3:23:11,541,CZE,M45
381,LADISLAV TAJOVSKÝ,3:22:12,1078,CZE,MAM
382,PETR HLAVÁČ,3:22:15,1080,CZE,MAM
383,JACKY CORNU,3:22:21,389,FRA,M50
384,BRUNO ZANGRILLI,3:23:27,740,ITA,M55
385,DAVID HROMADA,3:21:37,1665,CZE,MAM
386,JAROSLAV BOROVIČKA,3:22:26,1219,CZE,MAM
387,MICHELE CASERINI,3:23:16,659,ITA,MAM
388,MARKUS PRANGE,3:21:59,231,GER,MAM
389,PAVEL HOVĚŽÁK,3:23:14,2063,CZE,MAM
390,MARTIN PETROVSKÝ,3:23:14,1180,CZE,M50
391,LADISLAV ŠÍP,3:22:54,1241,CZE,M40
392,ONDREJ ŽELASKO,3:23:40,951,SVK,M40
393,JAN APELTAUER,3:22:55,986,CZE,M45
394,ANTONÍN BÁBÍK,3:22:56,985,CZE,M40
396,PETR MINAŘÍK,3:23:53,105,CZE,MAM
395,ALEŠ HORNÍK,3:21:41,1007,CZE,M45
397,PIERRE DHAUSSY,3:23:30,2098,FRA,M40
398,JULIEN PERROLLAZ,3:23:34,3561,CZE,MAM
399,JAROMÍR HURNÍK,3:21:01,1198,CZE,MAM
400,ANDREA IACONO,3:23:56,717,ITA,MAM
401,MARCEL SCHMIDLIN,3:23:48,438,SUI,M40
402,GÉRARD JEHANNIN,3:23:46,506,FRA,M50
403,LUBOMÍR KIŠ,3:23:52,465,SVK,M45
404,JAROSLAV HORNÝ,3:23:52,432,SVK,M55
405,PETER MEIDAHL PETERSEN,3:23:08,331,DEN,M45
406,GIANFRANCO CANTIANI,3:23:35,3750,ITA,M55
408,JEAN-PHILIPPE LACOUCHIE,3:24:07,2425,FRA,MAM
407,PAVEL PICK,3:23:22,357,CZE,MAM
409,SIAN STROUD,3:23:27,1122,GBR,M45
411,JOSEF PRŮCHA,3:24:23,607,CZE,M45
410,GEOFF MCNABB,3:23:46,999,USA,MAM
412,BERNARD BELLANGER,3:23:09,3238,FRA,M55
413,THOMAS DESCHKA,3:22:58,153,AUT,MAM
414,KRISTIAN RABA,3:23:17,4110,CZE,MAM
415,MAURICE DUNEUFGERMAIN,3:24:28,481,FRA,M50
416,THORSTEN SAUTEN,3:23:21,2067,GER,MAM
417,NICK BATTERSBY,3:24:32,708,GBR,M45
418,TOMÁŠ KUTMON,3:23:10,1248,CZE,MAM
419,JULIAN REITZ,3:24:46,3709,GER,MAM
420,MARTIN BENEŠ,3:24:07,2079,CZE,M40
421,ERWIN JOOSSENS,3:24:27,3871,BEL,M45
422,RAYMOND FARRELL,3:23:07,3633,SCO,MAM
425,TOMAS OTTENBRUCH,3:24:47,799,GER,M45
423,JIŘÍ LUŇÁK,3:24:09,651,CZE,MAM
424,GERD FUCHTMANN,3:24:47,280,GER,M45
426,MARY BATCHELOR,3:24:07,5207,GBR,WAM
427,LORENS MORONI,3:24:22,372,ITA,MAM
428,JAKUB PALCZYNSKI,3:24:10,2342,POL,MAM
429,JAN MINARČÍK,3:25:18,1068,CZE,MAM
430,ROMAGNY BRNOIT,3:25:16,275,FRA,M40
431,JIŘÍ HRON,3:23:54,4058,CZE,MAM
432,JIŘÍ FIŠER,3:21:26,3435,CZE,MAM
433,JANUSZ SZAFARCZYK,3:23:58,4028,POL,MAM
434,JOSEF MAREK,3:24:35,755,CZE,M50
435,TEREZA KLIMEŠOVÁ,3:22:57,6061,CZE,WAM
436,BALÁZS BÉLAI,3:25:13,855,HUN,MAM
437,PAVEL KRATINA,3:25:15,1047,CZE,M40
438,ROMAN PLESKAČ,3:24:56,1070,CZE,M40
439,JAN KÁRA,3:23:41,1694,CZE,MAM
440,ALAIN ZAPPELINI,3:25:39,490,FRA,M50
441,ALESSANDRO CARELLI,3:25:43,658,ITA,MAM
442,YAKOV MIZRAHI,3:24:43,3939,ISR,M50
444,VÁCLAV KUBR,3:25:54,1576,CZE,M40
443,ŠÁRKA KOLBOVÁ,3:25:36,5332,CZE,W35
445,JAN SOVIŠ,3:25:59,185,CZE,M50
447,TOMÁŠ BLÁHA,3:25:57,575,CZE,MAM
446,MICHAL ŠTEFANIČ,3:25:42,1015,CZE,MAM
448,ZDENĚK SUCHARDA,3:26:16,134,CZE,MAM
449,WOJCIECH BUSIEL,3:25:10,3988,POL,MAM
450,ONDŘEJ BĚHAN,3:25:13,1682,CZE,MAM
451,PETR KUCHAŘ,3:26:09,188,CZE,M55
452,ERNST EXENBERGER,3:25:48,461,SVK,M45
453,SUZANNE DOWSE,3:24:44,5164,GBR,WAM
454,PETR HRČEK,3:25:34,312,CZE,M45
455,KAREL ŘEHKA,3:22:53,4000,CZE,MAM
456,JIRAJ SIVULKA,3:26:14,171,GER,MAM
457,MARIE NICOLLE,3:26:10,5124,FRA,W40
