Rank,Name,Chip time,St. number,Nationality,Age cat.
69,IVO CAUDR,2:51:53,159,CZE,MAM
70,MARTIN CUPÁK,2:52:07,1809,CZE,MAM
71,PAVOL OBRAZ,2:52:20,661,SVK,M55
72,GARY HALL,2:52:32,493,GBR,MAM
73,MARTIN KNÁVA,2:52:40,1906,CZE,MAM
74,IVANA MARTINCOVÁ,2:53:01,F11,CZE,W45
75,MILOSLAV BÉM,2:53:06,1900,CZE,M50
76,ROBERT TATRAI,2:53:09,663,SVK,M45
77,CLAUS FOLKE BROBAK,2:53:18,432,DEN,M50
78,JAROSLAV DRAŽAN,2:53:32,1806,CZE,MAM
79,JOZEF SCIRANKO,2:53:41,3805,SVK,M45
80,PAVEL FRELICH,2:53:55,111,CZE,MAM
81,BARBARA SANCHEZ,2:54:00,F115,FRA,WAM
82,PIOTR WOJTYS,2:54:06,352,POL,MAM
84,TOMÁŠ KREJSA,2:54:08,679,CZE,MAM
83,JAN TLUSTÝ,2:54:08,130,CZE,MAM
85,ANTONIO DI SOMMA,2:54:09,272,ITA,M50
86,JOSE LUIS FRAN MORENO MIGUEL,2:54:11,340,ESP,M50
87,MARTIN CHUDO,2:54:13,1800,CZE,MAM
88,MIROSLAV TOMCÁNY,2:54:37,639,SVK,MAM
89,ZDENEK MORAVCÍK,2:55:06,2864,CZE,M45
90,EMANUEL ROBLES,2:55:09,583,ITA,MAM
91,PIROTTA MARIO,2:56:06,676,ITA,M50
92,STEVE HAMMOND,2:56:14,526,GBR,MAM
93,DAVID SALVADOR GONZALEZ FERNANDEZ,2:56:19,1136,ESP,MAM
94,JAN VCELÁK,2:56:29,250,CZE,MAM
95,IVAN KABOCH,2:56:34,471,CZE,M40
96,VÍT MALÍK,2:57:05,136,CZE,MAM
97,MARK BRALEY,2:57:18,534,GBR,MAM
98,GERARDO DI MARE,2:57:26,1231,ITA,M45
99,MICHAEL BAKE,2:57:33,364,GER,MAM
100,TOMÁŠ CHARVÁT,2:57:38,1059,CZE,MAM
101,MERELLA STEFANO,2:58:17,624,ITA,M45
102,ANTONIO HUETE ALLUT,2:58:31,362,ESP,MAM
103,FRANTIŠEK SOBOTKA,2:58:43,2034,CZE,MAM
104,JAN KERVITCER,2:58:49,138,CZE,MAM
105,PHILIP LEMOINE,2:59:05,282,BEL,M40
106,JAN BLÁHA,2:59:08,712,CZE,MAM
107,PETR POSPÍŠIL,2:59:10,327,CZE,MAM
108,CHRISTOPHE PIACENTINI,2:59:20,236,FRA,M40
109,JUHA LEHTIKUJA,2:59:25,530,FIN,M45
110,JOSE LUIS HARO MAJANO,2:59:30,561,ESP,M40
111,CHARLES SANDERS,2:59:35,1707,GBR,M40
112,MILOŠ KMUNÍCEK,2:59:41,201,CZE,M45
113,ANDREAS BAERISWYL,2:59:55,527,SUI,MAM
114,JACOBO IBANEZ LOPEZ-CORDO,3:00:00,498,ESP,M40
115,JIRÍ KREJCÍ,3:00:01,1890,CZE,M40
116,STANISLAV DURIGA,3:00:25,382,SVK,M45
117,NORMAN RÖDER,3:00:29,291,GER,MAM
118,ONDREJ MANDULA,3:00:30,3006,CZE,MAM
119,DANIEL DVORÁK,3:00:41,717,CZE,MAM
120,MASSIMO MAGNAMI,3:00:47,1790,ITA,MAM
121,KAREL SVACINA,3:00:50,1030,CZE,MAM
122,FRANCO CALLIARI,3:00:52,1832,ITA,M45
123,TOMÁŠ KADLAS,3:00:55,1993,CZE,MAM
124,PAWEL PALIGA,3:01:03,490,POL,MAM
125,GABRIEL IZSAK,3:01:05,372,SVK,MAM
126,JAROSLAV ŠTEFEK,3:01:17,1209,CZE,M45
127,FABIO MARIANI,3:01:28,1177,ITA,M40
128,MIŠOVIC BOHUŠ,3:01:28,1697,SVK,MAM
129,PAVEL HOLEŠ,3:01:51,2052,CZE,M40
130,AMIR KHAN,3:01:55,586,GBR,MAM
131,MICHAL JALOVECKÝ,3:02:00,133,CZE,MAM
132,FRANCESCO PASSALACQUA,3:02:07,1773,ITA,M40
133,GIUSEPPE RIGAMONTI,3:02:08,1767,ITA,M45
134,GABRIEL CHUMILLAS FLECHER,3:02:09,1138,ESP,MAM
135,RUUD KOK,3:02:13,229,NED,M50
136,MIROSLAV NEMŠÁK,3:02:19,437,CZE,MAM
137,SAMIR BOUDJELAL,3:02:28,597,FRA,MAM
138,VLADIMÍR PECHEK,3:02:52,3500,CZE,M50
139,KONSTANTIN WIESNER,3:03:01,210,CZE,M40
140,DANIELE BRUSTIA,3:03:03,1071,ITA,MAM
141,JAN GREGOR,3:03:17,214,CZE,MAM
142,ONDREJ SLAMENÍK,3:03:19,307,CZE,MAM
143,LORENZO GHISLANZONI,3:03:23,1099,ITA,MAM
144,HECTOR MAGDALENO SANCHEZ,3:03:33,3402,ESP,MAM
145,TOMÁŠ ULMA,3:03:45,1793,CZE,M40
146,PERROLLAZ JULIEN,3:03:58,273,FRA,MAM
147,MARTIN SAJDL,3:04:22,1694,CZE,MAM
148,GAËL DUREAU,3:04:24,670,FRA,M45
150,EMMA PATEL,3:04:32,F137,GBR,WAM
149,DEMARECAUX PASCAL,3:04:32,427,FRA,M40
151,SPITAELS BAPTISTE,3:04:33,429,FRA,MAM
152,DANIEL RICHTER,3:04:37,592,GER,MAM
153,MADELEINE LORENZ,3:04:54,F123,GER,WAM
154,SERGIO COLANTONI,3:05:14,572,ITA,M45
155,JEROME HAUTEBAS,3:05:19,1153,FRA,M40
156,JAN PROKOP,3:05:21,143,CZE,MAM
157,RADEK ZEMAN,3:05:41,126,CZE,MAM
159,MICHEL DUPONT,3:05:48,487,FRA,M55
158,JOSE GARZON CONTRERAS,3:05:48,1141,ESP,M40
160,MICHELE MITTIGA,3:05:56,1128,ITA,MAM
161,ALEKSANDER BORKOWSKI,3:05:59,669,POL,M50
162,KIRSTY SOMERS-EDGAR,3:06:03,F106,NZL,WAM
163,JANNE VAISANEN,3:06:04,247,FIN,MAM
164,PEDRO SOLA GARCIA,3:06:06,1139,ESP,MAM
165,JORDI FERNANDEZ SANGRA,3:06:16,1197,ESP,MAM
166,JEAN LUC ALBES,3:06:17,1146,FRA,M40
167,KRZYSZTOF PIONTEK,3:06:22,1247,POL,MAM
168,MIROSLAV ŠTEFL,3:06:27,1478,CZE,MAM
169,KAZIMÍR SWACZYNA,3:06:30,324,CZE,MAM
170,FRANCO PETITO,3:06:35,1225,ITA,M40
171,THOMAS KÜBLER,3:06:43,1883,GER,MAM
172,GIANCARLO RENZO,3:06:51,512,ITA,M45
173,FRANCISCO GONZALEZ HERNANDEZ,3:06:57,1131,ESP,M50
174,MAREK CÚTH,3:06:59,891,CZE,MAM
175,JAN BÍBA,3:07:02,297,CZE,MAM
176,IBERE DE CASTRO DIAS,3:07:09,1089,BRA,MAM
177,PAOLO RADICE,3:07:16,1046,ITA,MAM
178,ALEŠ HORNÍK,3:07:26,233,CZE,M45
179,MIROSLAV ŠOREK,3:07:26,349,SVK,M45
180,GIOVANNI MARIANI,3:07:29,391,ITA,M40
181,JAROSLAV HRABUŠKA,3:07:30,120,SVK,M50
182,JIRÍ HUDOUSEK,3:07:35,439,CZE,MAM
183,ROMINA PELLEGRINELLI,3:07:39,F114,ITA,WAM
184,STUART BEESTON,3:07:41,576,GBR,M40
185,MIGUEL ANGEL CARRASCO CARRASCO,3:07:47,1135,ESP,M40
186,MILOSLAV KOZÁK,3:07:49,3252,CZE,M40
187,KELLY NIMMER,3:07:50,2834,USA,MAM
188,PETR KRÍŽ,3:07:54,171,CZE,MAM
189,ANTONIO ESPOSITO,3:07:58,2581,ITA,M50
190,SALVATORE SCROFANI,3:08:01,633,ITA,M45
191,HERVÉ LOHEZIC,3:08:04,1123,FRA,MAM
192,JAN LEV,3:08:15,1241,CZE,MAM
193,MAURIZIO ANDREOZZI,3:08:28,2791,ITA,MAM
194,DUNCAN HANCOX,3:08:46,1032,GBR,MAM
195,IVAN ZEDNÍCEK,3:08:54,1106,CZE,M40
196,MICHAL VINCENC,3:08:57,223,CZE,MAM
197,PAVEL KUDEJ,3:09:04,623,CZE,MAM
198,THOMAS HUBER,3:09:11,760,GER,MAM
199,MICKAEL BETHOULE,3:09:14,1149,FRA,MAM
200,PATRIK BALEK,3:09:15,1033,CAN,MAM
201,ZDENEK VRÁGA,3:09:20,2515,CZE,M50
202,FRANCISCO JAVI MARIN OLALLA,3:09:24,611,ESP,MAM
203,JIRÍ LIBÁNSKÝ,3:09:26,1072,CZE,MAM
204,JUAN CARLOS SAN JUAN,3:09:33,416,ESP,M45
205,PETRA KREJCOVÁ,3:09:36,F61,CZE,WAM
206,PIUS HOERWICK,3:09:44,1805,GER,M45
207,VLADISLAV ZUŠTÁK,3:09:52,3610,CZE,MAM
208,MARTINO GUSMINI,3:09:53,577,ITA,M40
209,DANIEL KLOUDA,3:09:55,123,CZE,M40
210,JAN SKALNÍK,3:09:58,1925,CZE,MAM
211,JOZEF HARACRÍK,3:09:59,1058,SVK,MAM
212,JAKUB BREJCHA,3:10:03,2454,CZE,MAM
213,BARBEY FABRICE,3:10:34,3897,FRA,MAM
214,LUBOŠ FLEIBERK,3:10:42,310,CZE,M50
215,MIROSLAV BURIÁNEK,3:10:48,860,CZE,MAM
216,PETR UHLÍK,3:10:51,2079,CZE,MAM
217,ZBYŠEK JAROŠ,3:10:54,2924,CZE,MAM
219,MAREK RÍZEK,3:10:57,154,CZE,MAM
218,HARALD BÄUMLER,3:10:57,1102,GER,M40
220,VÁCLAV MICHL,3:11:04,438,CZE,M50
221,MARIE DOSTÁLOVÁ,3:11:04,F51,CZE,WAM
222,FRANTIŠEK PAŠEK,3:11:12,524,CZE,MAM
223,ADAM PRAŽÁK,3:11:17,294,CZE,MAM
224,PETR HONZEJK,3:11:21,1839,CZE,MAM
225,PETR POLANSKÝ,3:11:23,2010,CZE,M50
226,NEVEU CHRISTOPHE,3:11:24,285,FRA,M45
227,KAREL FILIP,3:11:32,474,CZE,MAM
228,TOM VAN DE WIELE,3:11:34,544,BEL,MAM
229,MASSIMO CAMOZZI,3:11:35,741,ITA,M40
232,FERNANDA ROCHA,3:11:38,F153,BRA,WAM
230,VLADIMÍR KLAIL,3:11:38,344,CZE,M50
231,JÜRGEN KIENKER,3:11:38,418,GER,M45
233,MAREE JESSON,3:11:39,F107,GBR,W35
234,LADISLAV DVORSKÝ,3:11:49,104,CZE,M40
235,PLESSIS BRUNO,3:11:51,603,FRA,M45
236,DAVID FRANCO FERNÁNDEZ,3:11:53,3972,ESP,MAM
237,TOSHIHIKO EMURA,3:12:00,1107,JPN,M45
238,PAVEL VICHERA,3:12:09,475,CZE,MAM
239,FLORIAN HINTZE,3:12:11,594,GER,MAM
240,CHRISTOPHE GIACOMETTI,3:12:16,1152,FRA,M40
241,MICHAL ŠRUBAR,3:12:17,290,CZE,MAM
242,MILAN ŠIMEK,3:12:25,151,CZE,MAM
243,VLADIMÍR FIKEJS,3:12:41,205,CZE,M50
244,FABRIZIO MOALLI,3:12:44,567,ITA,M40
245,DARIUSZ ANDRZEJAK,3:12:47,447,POL,M40
246,AMBROGIO GENTILE,3:12:48,747,ITA,M50
247,ROMAN PAVLU,3:12:48,387,CZE,MAM
248,LASZLO HAJNAL,3:12:54,728,HUN,MAM
249,JUILLIERE YVES,3:12:58,558,FRA,M50
250,MIREK ŠTÝBNAR,3:12:59,2809,CZE,MAM
251,ASAF SELLA,3:13:00,2516,ISR,MAM
252,KAREL KODR,3:13:10,222,CZE,MAM
253,PETER KRUPKA,3:13:11,117,CZE,M40
254,CHRISTOPH RANDT,3:13:16,591,GER,M50
255,PHILIPPE DZUIBA,3:13:18,173,FRA,M45
256,ROMAN PLESKAC,3:13:20,1871,CZE,M40
257,CHARLES JEAN MARIE,3:13:21,693,FRA,M45
258,IVOŠ ROUŠAR,3:13:22,170,CZE,M45
259,ROLF NENTWICH,3:13:26,884,GER,M40
260,PETR BELIOV,3:13:27,3146,CZE,M45
261,GERARD LORIN,3:13:28,1130,FRA,M50
262,GIUSEPPE MONZIO COMPAGNONI,3:13:38,271,ITA,M40
263,BORIVOJ CEJKA,3:13:44,3883,CZE,MAM
264,VLADIMÍR HIRJAK,3:13:47,659,SVK,M50
265,MILAN KUBIATKO,3:13:48,508,SVK,M50
266,REG MORRIS,3:13:53,1050,GBR,M55
267,JOSE LUIS LOZANO PEREZ,3:13:56,1140,ESP,MAM
268,JOERG HIECKE,3:14:01,601,GER,MAM
269,SOEREN SCHULTZ CLAUSEN,3:14:02,197,DEN,M40
270,JAROSLAV KRAMEŠ,3:14:03,1902,CZE,MAM
271,ANTONIO SACCO,3:14:11,2780,ITA,M50
273,ANTONIO MILONE,3:14:15,245,ITA,M40
272,CAUSEUR PATRICK,3:14:15,260,FRA,M45
274,JOSE IGNACIO FERNANDEZ MENDIOLA,3:14:16,619,ESP,MAM
276,ANGEL GUILLAUME,3:14:17,857,FRA,MAM
277,CHRISTOPHER PUDNEY,3:14:17,3023,GBR,M40
275,JÉRÔME FAVERY,3:14:17,1693,FRA,M45
278,MIROSLAV VROBEL,3:14:28,621,CZE,M45
279,MARTIN HRIVNÁK,3:14:32,1987,CZE,MAM
280,ROBERTO MEROTTO,3:14:34,3642,ITA,M45
281,VERONIKA FAKTOROVÁ,3:14:39,F59,CZE,WAM
282,ROBERTO MORENI,3:14:42,1090,ITA,M55
283,ROSTISLAV TOMEŠ,3:14:44,2099,CZE,M45
284,MICHAL SCHAFER,3:14:47,2798,CZE,M45
285,WERNER BALTER,3:14:49,1982,AUT,M45
286,PATISSOU JEROME,3:14:50,539,FRA,M40
287,MICHAL HROUZA,3:14:51,3377,CZE,MAM
288,MIROSLAV ESSER,3:14:53,1095,CZE,MAM
289,BERNARD WYSZYNSKI,3:14:53,705,POL,MAM
290,CARLOS SANTAMARTA,3:14:57,1174,ESP,M45
291,STANISLAV JIRÁSEK,3:15:07,311,CZE,M40
292,EDWARD BUTTIGIEG,3:15:10,1180,MAL,M45
293,IVAN PERIN,3:15:18,1762,ITA,M40
294,MARK POTTINGER,3:15:28,580,GBR,MAM
295,ALBERTO FARCI,3:15:30,625,ITA,M40
296,PORTEMONT AURELIEN,3:15:31,1100,FRA,MAM
297,ANTONIO APPIANI,3:15:37,630,ITA,M40
298,PAOLO SANDRI,3:15:41,593,ITA,M40
299,PAPINI LIVIO,3:15:42,673,ITA,M55
300,JAN SOKOL,3:15:46,115,CZE,MAM
301,THOMAS BÖRJESSON,3:15:47,225,SWE,M45
302,DAVID NOVOHRADSKÝ,3:15:55,182,CZE,MAM
303,OLDRICH ROPEK,3:15:56,1888,CZE,M55
304,GERALD MABRITO,3:16:00,224,USA,MAM
305,EVA FANTOVÁ,3:16:02,F835,CZE,WAM
306,EVA MÜNSTEROVÁ,3:16:02,F53,CZE,WAM
307,VÁCLAV MAREK,3:16:16,392,CZE,M50
308,MARKUS LUKACS,3:16:16,192,AUT,MAM
309,MAEDER ANTOINETTE,3:16:17,F103,SUI,W50
310,ROSANNA ZULLO,3:16:20,F102,ITA,W40
311,WINTSON BALFOURTH,3:16:23,1794,GBR,M40
312,ZBYNEK NÝDRLE,3:16:24,647,CZE,M50
313,DAVIDE VANINI,3:16:27,719,ITA,MAM
314,MARCEL PAŠEK,3:16:29,1165,CZE,MAM
315,ZBYNEK VONDRÁK,3:16:31,500,CZE,MAM
316,PAVEL ŠIMEK,3:16:36,1638,CZE,MAM
317,HEINZ LUDL,3:16:39,1119,AUT,MAM
318,JAN OVECKA,3:17:03,421,CZE,MAM
319,TOMÁŠ KOZINA,3:17:06,3929,CZE,MAM
320,ZDENEK ANTOŠ,3:17:08,473,CZE,M45
323,JAN VEJLUPEK,3:17:10,3249,CZE,MAM
321,MAREK PASTUCHA,3:17:10,3498,POL,M45
322,JOSEF NECAS,3:17:10,504,CZE,M50
324,RAIMUNDO CARO PORLAN,3:17:11,1132,ESP,M50
325,VILÉM HRDINA,3:17:16,255,CZE,M50
326,SAM HOLLIS,3:17:21,533,GBR,MAM
327,LUIGI SPIAZZI,3:17:27,552,ITA,MAM
328,PETRI VLAD,3:17:29,422,ROM,MAM
329,CHRISTOPHE PARIS,3:17:36,457,FRA,MAM
330,MALTE NORDMANN,3:17:43,2898,GER,M45
331,PETR SVOBODA,3:17:46,651,CZE,M45
332,GUIDO GOGIOSO,3:17:47,730,ITA,M40
333,PAVEL KRUNCÍK,3:17:48,351,CZE,MAM
334,PAVEL SAMEC,3:17:59,152,CZE,MAM
335,GIANCARLO DANIELE,3:18:10,748,ITA,M55
336,JAN BOUBÍN,3:18:11,249,CZE,M45
337,GUESSOUM STANLEY,3:18:16,167,FRA,MAM
338,DERMOT TRELEAVEN,3:18:16,971,IRL,MAM
339,STEFANO FASSINA,3:18:21,1759,ITA,MAM
340,STEPHEN CLIFFORD,3:18:38,1706,GBR,M40
341,FRANK MANGAN,3:18:39,638,IRL,MAM
343,GIANA MARCELLA,3:18:39,F595,ITA,WAM
342,PETR HORNÝ,3:18:39,132,CZE,MAM
344,JIRÍ MOTL,3:18:43,207,CZE,MAM
345,AIDO IANICH,3:18:47,2766,ITA,M60
346,ROMAN SUKDOLÁK,3:18:50,164,CZE,MAM
347,LADISLAV TAJOVSKÝ,3:18:54,228,CZE,MAM
348,TOMÁŠ PISARCÍK,3:19:04,2922,CZE,M45
349,TRAINEAU LUDOVIC,3:19:05,695,FRA,MAM
350,MARTIN CECHLOVSKÝ,3:19:07,491,CZE,M40
351,MAREK WIACEK,3:19:10,3474,POL,M45
352,YVONNE SCARROTT,3:19:13,F108,GBR,W40
353,SERRIÉ EMMANUEL,3:19:17,706,FRA,M40
354,MAREK JANU,3:19:19,335,CZE,MAM
355,MANUEL PADILLA GARCIA,3:19:28,1133,ESP,M50
356,JOSEF PRUCHA,3:19:34,336,CZE,M45
357,ALEŠ KRMELA,3:19:39,174,CZE,MAM
359,JOSE MIGUEL ASIAIN,3:19:41,1403,ESP,MAM
358,JIRÍ DROZD,3:19:41,584,CZE,M50
360,JAIME ARVIZA VALVERDE,3:19:42,1855,ESP,M45
361,PETR MACEK,3:19:46,380,CZE,MAM
363,PAVOL UHLARIK,3:19:47,166,SVK,M45
362,TOMÁŠ RUDLE,3:19:47,2799,CZE,MAM
364,EDWARD TOLCHARD,3:19:48,3639,GBR,MAM
365,MARTIN PEKÁREK,3:19:59,2003,CZE,MAM
366,FCO JAVIER RAMOS RINCON,3:20:00,1098,ESP,M50
367,FERDINANDO CESANA,3:20:08,613,ITA,M45
368,NATHAN CARTER,3:20:13,2331,NZL,MAM
369,JUERGEN MITTELHAMMER,3:20:19,1027,GER,M40
370,PÉTER RONYECZ,3:20:20,1012,HUN,MAM
371,MILOŠ MASOPUST,3:20:21,2536,CZE,MAM
372,LUKAS RASTNER,3:20:23,700,ITA,MAM
373,ROBERT HOCHGRUBER,3:20:23,2541,ITA,MAM
374,WARPELIN RICHARD,3:20:24,3455,SUI,M50
375,RAINER KOSKI,3:20:24,316,FIN,M45
376,JIRINA KOCIÁNOVÁ,3:20:29,F64,CZE,WAM
378,MARIE-CLAUDE MARCHAL,3:20:29,F105,FRA,W45
377,FABIEN CUNY,3:20:29,449,FRA,M45
379,MIROSLAV CAPOUŠEK,3:20:32,800,CZE,MAM
380,ENDRE BOKOR,3:20:34,359,HUN,MAM
381,LAINE JEAN PHILIPPE,3:20:35,259,FRA,M50
382,ROLAND BOUSSEMAERE,3:20:36,581,BEL,M60
383,MICHEL VASSE,3:20:41,1156,FRA,M55
385,LÁZSLO SZÜCSI,3:20:43,2569,HUN,M45
384,RICCARDO PASQUAL,3:20:43,1091,ITA,M40
386,GIOVANNI SEMERARO,3:20:49,1778,ITA,M40
387,ONDREJ ZEMAN,3:20:52,459,CZE,MAM
388,MIRKO BAUMANN,3:21:01,519,CZE,M40
389,JOHN DONNELLY,3:21:04,165,IRL,MAM
390,ENRICO TESSORE,3:21:05,1170,ITA,MAM
391,JEAN MICHEL CHAUVIN,3:21:08,617,FRA,M40
392,FRANTIŠEK ROPEK,3:21:13,1887,CZE,M50
393,JÁN HORVÁTH,3:21:13,1181,SVK,M40
394,JOSE RUIZ GIL,3:21:18,782,ESP,M45
395,JAN KOCOUREK,3:21:20,341,CZE,M40
396,ROBERTO TIEZZI,3:21:28,1485,ITA,MAM
397,PIETRO SCARPATI,3:21:29,2782,ITA,M50
398,TIM CARTER,3:21:40,3688,GBR,MAM
399,BRUNO DESCAT,3:21:40,1198,FRA,M45
400,PAVEL MENGER,3:21:46,3444,CZE,MAM
401,MICHELE VON WARTBURG,3:21:50,398,SUI,M40
402,GIUSEPPE LUCIANO,3:21:51,3917,ITA,M50
403,MIROSLAV VRAŠTIL,3:22:01,1798,CZE,M55
404,JAROSLAV NOVÁK,3:22:03,135,CZE,M40
405,RAIVO LUHT,3:22:06,1191,EST,M45
406,VOJTECH MATOUŠ,3:22:12,809,CZE,MAM
407,BORCHERS CHRISTIAN,3:22:13,196,GER,M40
408,TOMÁŠ KALIVODA,3:22:20,1204,CZE,MAM
409,LASZLO FEHER,3:22:21,1919,HUN,MAM
410,VLADIMIR STOPKA,3:22:22,358,SVK,M40
411,RADEK ORACKO,3:22:25,653,CZE,MAM
412,TAPIO VIHINEN,3:22:28,1577,FIN,MAM
413,LIBOR ONDRUŠEK,3:22:34,756,CZE,M45
414,MICHAL TIŠLER,3:22:35,1750,CZE,M40
415,ONDREJ CERNÝ,3:22:38,1956,CZE,MAM
416,MILOŠ PRIBYL,3:22:46,1891,CZE,M40
417,JENS POERTNER,3:22:47,743,GER,MAM
418,ANDRZEJ BORDYCH,3:22:52,486,POL,MAM
419,OTTO KORSTENBROEK,3:23:00,492,NED,M40
420,MATTHEW WIDDUP,3:23:02,542,GBR,MAM
421,VARAS BAU ANTONIO,3:23:05,3691,ESP,MAM
422,PETER OCOVAN,3:23:06,1088,SVK,MAM
423,MICHAL ŽIVNÝ,3:23:09,546,CZE,M45
424,KATHERINE MARDEN,3:23:09,F840,USA,WAM
425,DAVID NAGY,3:23:09,628,SVK,M40
426,MARTIN HOSNEDL,3:23:10,4005,CZE,MAM
427,GIAMPIETRO LANZARINI,3:23:11,468,ITA,M50
428,TOMÁŠ HLADINA,3:23:20,301,CZE,MAM
429,REINHARD HELD,3:23:23,484,GER,M50
430,WILLI RIEDLE,3:23:23,212,GER,M45
431,JERYM BRUNTON,3:23:27,687,NZL,MAM
432,JAN PECHA,3:23:28,902,CZE,MAM
433,STEPHEN TYMANSKYJ,3:23:29,3235,GBR,MAM
434,STEFAN HOLLSTEGGE,3:23:42,208,GER,MAM
435,JIRÍ LANDA,3:23:45,1988,CZE,MAM
436,ANDREAS WEIDLE,3:23:47,1916,GER,M50
437,STANISLAV TÁBOR,3:23:47,2162,CZE,MAM
438,CHRIS VANNOZZI,3:23:47,1459,GBR,MAM
440,MARTIN STANEK,3:24:02,750,CZE,MAM
441,LUBOŠ RACEK,3:24:02,1907,CZE,M40
439,VÍTEZSLAV PLAVEC,3:24:02,2835,CZE,MAM
442,CHRISTOPHE GOSSET,3:24:03,467,FRA,M40
443,TOMÁŠ BLÁHA,3:24:03,1208,CZE,MAM
444,MARIOTTI CHRISTIAN,3:24:04,204,SUI,MAM
445,VLADIMÍR PERINA,3:24:09,121,CZE,M55
446,MIROSLAV URBAN,3:24:10,1924,CZE,MAM
447,MILAN URBAN,3:24:15,254,CZE,M40
448,MICHAEL CRIVELLO,3:24:21,2936,USA,MAM
449,PETR VALIŠ,3:24:25,677,CZE,M40
